Full Name,Best Position,Weak Foot Rating,Skill Moves,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes
Mirlind Kryeziu,CB,2,2,38,36,48,51,65,80,24,31,68,62,18,42,23,35,58,65,36,39,45,62,51,59,66,68,92,31,70,64,23,48,36,54,66,64,63,10,7,10,8,8
Charles Rigon Matos,CM,3,3,77,58,63,67,63,70,55,53,65,69,57,65,58,51,65,68,74,80,71,64,65,66,61,78,69,60,65,65,68,65,50,68,59,65,60,10,14,7,13,7
Fabian Piasecki,ST,3,3,76,68,58,64,35,77,51,70,58,66,64,63,51,52,55,65,75,77,74,58,67,69,76,81,78,66,68,37,69,54,62,58,36,29,27,10,9,9,15,9
Daan Rots,CAM,3,3,81,61,60,69,34,59,58,63,51,62,60,69,66,48,54,68,82,81,81,59,73,60,60,72,55,57,52,27,64,64,52,55,33,35,26,15,6,14,12,9
Mohammed Muntari,ST,4,3,63,67,48,60,27,69,39,69,73,57,62,62,45,38,42,66,51,72,49,61,32,67,68,59,80,62,55,26,67,51,67,64,21,19,24,8,7,10,5,7
Nicola Bellomo,CM,3,3,66,61,67,69,55,66,58,58,40,70,61,67,65,72,67,69,64,67,72,69,81,67,74,76,62,65,59,60,56,69,44,66,44,65,63,14,14,11,10,13
Sam Hutchinson,CB,3,2,49,51,60,60,66,72,63,49,63,63,40,60,49,56,61,60,47,51,58,63,63,57,75,62,72,53,85,63,48,54,55,60,68,65,67,10,7,12,11,10
Oussama Haddadi,CB,3,2,72,41,60,62,66,74,64,34,62,67,42,64,55,34,57,60,69,74,55,66,58,58,65,73,76,36,70,67,54,54,41,68,62,71,67,6,6,14,9,14
Yaw Ackah,CDM,3,3,68,45,55,68,66,60,47,38,50,61,44,63,40,39,59,70,65,70,73,67,86,63,80,72,40,42,90,70,52,56,48,69,65,69,64,7,5,6,15,5
Walter Tandazo,CM,3,2,63,60,63,67,66,59,50,61,62,67,49,68,51,48,65,66,66,60,71,55,80,59,58,81,47,62,61,63,69,72,51,60,71,66,62,5,7,11,12,6
Carlos Arrua,CAM,3,3,70,68,63,69,62,62,50,70,36,68,38,75,55,72,60,67,70,70,61,60,59,70,60,80,59,72,49,60,60,68,70,55,60,71,70,7,9,13,6,14
Jake Forster-Caskey,CM,2,3,64,62,66,69,63,67,58,61,49,69,41,67,69,71,67,69,67,61,76,65,78,64,78,74,65,66,62,64,64,68,68,66,68,64,59,8,13,15,7,9
CÃ©sar MagallÃ¡n,RM,4,3,83,64,63,65,50,60,63,65,55,62,55,65,55,59,60,62,83,83,72,60,65,67,71,70,60,62,44,45,61,68,67,66,44,56,55,12,11,12,8,5
Simon Thern,CAM,4,3,75,64,66,70,58,68,56,62,44,70,68,69,74,59,67,68,73,76,82,64,77,66,39,73,67,68,69,63,65,70,53,68,60,58,58,7,7,13,14,10
Aiden McGeady,CAM,4,5,64,68,68,71,44,56,69,65,60,67,67,70,75,71,64,70,65,64,80,65,76,72,33,49,58,71,66,51,65,67,71,71,41,41,29,10,9,12,13,6
Lukas Hinterseer,ST,3,3,41,67,62,65,40,76,63,64,73,66,69,65,64,44,56,67,49,34,62,69,53,74,68,69,86,68,60,33,68,64,68,66,44,33,33,15,7,13,6,6
Michael Schultz,CB,3,2,53,26,46,51,66,74,29,23,69,69,27,52,24,22,57,57,53,53,33,62,32,40,55,56,86,19,70,64,24,24,35,50,65,68,64,9,6,8,12,11
Aaron Appindangoye,CB,2,2,52,45,55,52,69,75,49,44,69,60,44,51,45,39,58,49,49,54,60,57,52,55,63,74,80,35,68,69,45,55,48,56,68,69,67,6,11,10,8,8
Å½eljko GavriÄ‡,CAM,3,3,75,63,66,69,52,58,64,58,52,65,73,72,78,73,64,67,77,74,74,59,74,64,57,58,58,67,57,58,69,64,72,57,49,51,48,15,13,13,13,15
Herman Stengel,CM,4,3,60,61,67,67,62,76,67,57,47,69,51,65,70,69,64,68,68,54,71,66,76,68,57,84,72,64,80,65,62,65,65,68,64,64,55,15,9,10,13,13
Sammie Szmodics,CAM,4,3,80,65,62,70,48,64,52,65,43,66,62,67,57,62,63,66,83,77,90,64,90,65,66,82,55,64,62,45,66,66,62,63,48,53,40,13,9,15,11,14
Jonathan Marulanda,RB,2,2,74,35,54,59,62,64,62,31,52,60,32,56,41,34,49,60,69,78,65,62,70,40,54,80,58,37,59,61,48,48,32,52,66,61,64,14,9,6,8,13
Ki-Jana Hoever,RB,3,2,72,38,61,64,64,63,65,34,53,66,40,64,56,60,55,63,71,73,67,61,64,42,72,63,62,39,64,64,45,53,43,67,63,68,63,15,8,5,14,12
Jonathan Villagra,CB,2,2,66,24,43,46,67,71,25,21,64,63,22,34,23,25,49,57,64,68,45,64,64,32,80,65,75,18,66,66,29,30,32,59,68,68,67,8,14,8,8,12
Simone Colombi,GK,2,1,68,65,53,69,41,67,14,15,18,36,12,10,16,14,35,23,45,35,57,60,36,40,77,40,49,12,26,20,14,34,23,55,12,11,14,68,65,53,67,69
Jamie Cumming,GK,2,1,67,66,66,68,39,66,13,5,21,44,7,16,12,14,47,25,38,40,52,63,50,50,66,31,58,9,29,13,8,50,17,49,19,12,14,67,66,66,66,68
ClÃ©sio BaÃºque,RW,3,3,77,56,62,71,57,62,67,53,68,63,50,73,69,42,56,68,76,78,82,64,73,65,71,69,60,55,57,55,64,64,54,59,53,59,58,14,15,7,13,13
Dominik Furman,CM,4,3,66,64,68,66,64,72,67,62,60,69,46,63,70,70,67,67,66,66,67,66,71,70,73,69,68,68,86,64,62,68,63,70,64,65,62,6,16,10,11,7
James Shea,GK,2,1,67,65,60,67,27,67,14,11,12,21,13,13,10,14,29,22,28,26,34,62,48,45,44,28,41,11,19,15,10,37,17,47,17,13,14,67,65,60,67,67
Joel SÃ¡nchez,CAM,3,3,81,67,63,67,32,62,50,65,57,67,44,68,59,78,63,65,83,79,73,63,75,74,52,70,58,70,62,49,62,65,70,55,24,24,23,16,8,12,14,9
Valerian Gvilia,CM,4,3,64,64,68,67,54,72,67,65,55,69,52,66,69,68,68,67,65,64,74,66,69,67,57,81,73,63,61,53,65,69,58,67,54,56,47,11,8,6,12,13
Patryk SokoÅ‚owski,CDM,3,3,61,49,61,66,64,71,54,44,52,67,29,66,32,57,63,64,62,60,72,66,60,58,59,82,71,58,58,67,54,62,46,62,64,67,62,8,14,15,9,8
Georg Margreitter,CB,2,2,40,24,46,42,67,69,35,16,73,52,14,37,37,20,51,43,38,41,34,64,56,48,75,43,82,18,69,65,26,49,23,59,64,70,68,13,14,7,15,9
Ruan GregÃ³rio Teixeira,RB,2,2,93,31,60,68,57,67,65,26,49,65,25,67,44,32,57,66,91,94,84,59,75,45,68,75,62,23,68,53,62,60,32,58,56,61,60,6,9,11,6,9
Benjamin Hansen,CB,3,2,62,28,44,47,66,74,26,23,65,59,23,37,24,21,60,58,58,65,51,66,47,41,75,75,78,25,64,64,24,34,32,47,67,68,65,11,11,9,7,6
Leonard Zuta,LB,3,2,76,49,63,64,63,70,67,45,58,63,46,63,67,60,58,63,74,77,69,64,69,67,69,69,69,43,74,62,45,63,43,60,63,65,64,9,13,6,15,9
Enric Franquesa Dolz,LWB,2,2,75,52,59,66,61,63,64,57,52,68,32,66,46,35,54,65,78,72,68,63,76,52,62,71,59,44,62,61,62,51,50,57,59,66,65,14,14,10,8,8
Emanuel Aiwu,CB,3,2,70,42,54,56,65,75,50,38,66,64,34,48,30,31,59,62,68,72,69,64,62,55,83,73,78,39,70,63,44,48,34,58,60,70,68,9,14,13,14,7
Tobias SchrÃ¶ck,CB,3,2,64,63,58,59,65,77,57,53,70,63,74,58,51,49,60,61,62,66,57,58,57,76,81,82,78,74,69,62,53,51,47,58,65,67,64,16,9,11,10,11
Jason Ceka,CAM,4,3,78,64,59,74,28,48,58,66,46,63,53,74,60,47,60,72,80,76,91,56,90,62,46,63,34,66,65,25,59,55,58,59,24,28,25,7,9,9,12,13
PrzemysÅ‚aw WiÅ›niewski,CB,3,2,84,25,45,51,66,78,38,16,60,57,28,44,24,29,54,53,81,87,61,65,57,40,58,70,88,25,68,64,22,35,38,64,65,70,68,9,13,12,14,9
Miguel Murillo,ST,3,3,71,68,58,64,35,75,57,69,65,61,61,66,62,59,56,64,60,80,71,65,33,72,49,80,81,64,59,29,65,52,75,70,42,26,23,7,11,10,9,11
Stefan Schimmer,ST,4,2,66,68,45,62,29,73,37,71,69,55,67,59,57,45,33,64,64,67,66,65,61,70,82,65,77,59,69,20,72,40,60,59,30,23,23,7,6,15,9,14
Roger AssalÃ©,RW,3,3,84,68,64,72,29,53,60,67,54,67,69,69,62,60,57,68,91,78,92,67,91,74,41,80,42,66,51,21,68,67,56,67,22,35,26,13,15,7,14,9
Yann Gboho,RM,2,3,76,61,63,74,35,55,62,61,50,65,59,75,61,53,59,72,79,74,81,65,77,64,45,65,52,56,50,30,63,64,60,62,34,36,34,7,15,11,13,10
Pier Barrios,CB,3,2,64,44,56,55,67,72,68,33,65,56,34,49,47,38,52,58,66,62,63,67,67,62,59,70,75,58,72,68,34,53,41,54,66,68,66,6,9,11,13,8
Emir Dilaver,CB,4,2,67,52,59,60,65,73,52,39,69,66,44,57,60,42,64,64,68,67,64,63,56,70,72,71,72,65,78,64,47,54,49,59,63,67,65,9,15,16,12,10
Janoi Donacien,CB,3,2,82,36,51,60,66,76,59,28,63,58,36,59,37,24,46,60,79,84,62,63,61,50,82,75,78,35,69,64,52,45,38,62,67,68,67,13,12,6,16,14
Marlon Ritter,CAM,4,3,77,67,66,75,58,67,64,65,46,66,65,73,71,67,65,75,80,75,85,66,84,75,70,70,66,67,65,60,65,67,47,64,55,60,65,7,12,8,7,15
David Miculescu,ST,3,3,71,62,60,69,35,65,60,65,65,65,43,71,55,43,54,69,70,72,70,64,56,60,71,64,77,67,37,26,64,62,45,61,23,41,39,7,6,14,6,6
Samuel Eduok,RW,3,3,80,66,62,68,30,67,65,64,58,65,65,67,60,52,60,67,74,84,77,62,78,72,60,67,71,68,57,18,63,58,61,52,31,26,35,14,6,12,13,15
Pape Ndiaga Yade,ST,3,3,82,68,59,68,40,66,65,66,59,59,63,71,67,50,48,70,84,80,69,53,58,74,55,56,76,68,54,35,63,59,64,61,41,35,39,13,9,14,13,11
Alejandro MillÃ¡n Iranzo,ST,3,3,69,69,53,64,35,59,50,72,66,63,59,67,46,50,39,63,69,69,65,59,63,69,68,64,66,65,33,32,69,49,59,56,33,31,31,13,14,9,9,6
Salvador Ferrer Canals,RWB,3,2,69,34,57,60,65,71,70,25,63,59,38,58,57,35,52,59,71,68,66,61,66,48,67,70,72,33,70,65,50,51,48,56,66,62,69,7,10,11,13,11
Denis DrÄƒguÈ™,ST,2,3,80,65,53,69,19,71,53,69,66,59,67,70,63,37,40,66,78,81,78,62,73,59,76,72,71,62,68,12,64,53,59,68,16,10,19,7,12,9,11,7
Aaron Opoku,RM,4,4,87,55,66,71,39,61,65,52,48,67,46,73,78,67,55,68,86,88,81,59,69,64,60,71,57,55,57,34,56,68,48,61,35,43,38,6,5,8,7,8
Pierre-Yves Ngawa,CB,3,2,74,41,50,62,67,71,56,33,64,57,32,59,39,32,52,62,69,78,74,62,60,56,77,68,73,45,69,65,38,39,41,60,66,70,66,7,14,11,8,9
SimÃ³n Moreno Barroso,ST,3,3,74,68,54,65,28,57,43,69,67,64,60,67,42,47,50,64,73,74,57,67,70,69,67,62,60,65,40,25,65,56,68,59,14,35,15,14,8,10,11,10
È˜tefan TÃ¢rnovanu,GK,2,1,65,67,65,66,41,68,13,15,12,16,17,18,11,12,29,16,42,40,45,66,41,49,57,29,55,18,16,21,19,55,13,41,18,11,10,65,67,65,68,66
Mark Harris,RM,4,2,83,63,60,69,40,68,55,67,61,64,60,68,49,45,57,67,84,82,79,69,73,61,75,74,69,56,54,24,69,65,52,65,40,42,48,8,9,13,8,12
Jens Grahl,GK,2,1,70,60,58,70,44,63,19,12,13,22,11,12,11,10,20,23,41,48,44,64,43,44,58,39,79,13,33,23,13,32,21,55,20,13,12,70,60,58,63,70
Aimar Oroz Huarte,CAM,3,3,67,64,68,65,52,55,61,63,44,73,45,64,61,59,71,65,74,62,69,61,68,69,56,66,51,66,53,55,62,67,58,65,52,56,38,6,6,13,6,13
Juan Cruz,ST,3,2,64,68,47,60,28,64,29,72,69,57,64,61,37,48,51,62,62,65,54,59,63,66,71,55,73,61,53,19,66,45,66,57,20,29,25,14,10,9,8,11
NicolÃ¡s Morgantini,RB,2,2,77,50,61,66,61,66,59,43,55,68,51,65,47,43,55,65,76,77,75,60,72,67,72,74,60,49,69,61,60,61,45,60,62,62,60,8,9,8,9,11
Juan JosÃ© CÃ¡ceres,RB,3,2,79,45,57,63,60,66,58,38,66,64,49,61,49,44,57,63,79,79,75,56,78,59,77,77,63,44,59,58,54,47,48,50,53,64,62,8,7,12,10,9
Enrique LÃ³pez FernÃ¡ndez,LB,3,2,69,38,63,62,62,68,64,35,46,67,33,60,46,41,66,62,69,69,74,60,57,40,71,70,67,35,67,64,63,60,46,61,63,65,64,5,14,14,13,13
Dong Hyun Kim,CM,3,3,66,49,60,65,57,77,48,44,40,69,35,62,44,46,64,68,66,66,70,64,71,52,64,86,78,57,68,68,57,60,46,60,58,56,52,7,11,12,13,8
Ebou Adams,CB,3,2,72,59,61,67,65,82,53,60,65,65,49,65,53,52,63,66,75,69,75,65,71,61,89,91,74,56,90,65,63,65,55,63,64,67,66,7,15,14,7,8
Robert Herrera,CB,3,2,40,38,49,51,68,65,36,35,59,66,37,47,40,37,43,57,50,32,46,63,31,43,68,49,72,39,68,70,42,44,39,59,71,68,65,9,8,5,8,11
Marko Johansson,GK,2,1,67,64,71,70,41,63,16,20,12,35,16,17,17,13,37,24,40,42,39,58,42,53,68,35,63,20,23,22,14,32,15,51,18,12,15,67,64,71,63,70
Bryan Reynolds,RB,3,2,70,47,59,60,62,64,68,47,58,62,39,60,47,24,51,60,69,70,64,67,53,49,72,72,63,42,52,62,50,62,54,53,62,65,56,14,13,9,7,13
Jake Doyle-Hayes,CM,3,2,71,58,65,66,63,66,61,58,59,69,57,63,63,54,66,68,70,72,73,63,75,61,59,76,60,59,68,63,59,64,50,65,62,66,65,8,10,6,10,7
Luciano Nieto,CAM,3,3,72,63,62,69,31,58,57,60,46,62,46,72,59,70,61,64,73,71,75,63,67,65,59,68,56,70,48,33,65,66,70,63,33,24,23,7,11,13,12,13
Phillipp Steinhart,LB,3,2,73,55,65,61,59,72,68,49,57,65,51,57,73,72,64,63,74,72,71,50,71,66,73,81,72,57,62,61,53,59,68,60,53,63,61,10,14,9,15,12
Miguel Ãngel MartÃ­nez,GK,2,1,68,66,64,65,23,65,14,9,10,24,7,14,12,12,23,17,17,31,36,60,46,48,58,16,51,9,22,9,8,37,14,35,6,10,10,68,66,64,65,65
Rodrigo Cabral,RM,3,3,75,58,59,72,29,49,64,58,42,58,55,73,62,45,48,71,77,74,77,64,83,66,52,58,47,50,40,19,59,65,55,48,21,35,46,9,6,7,8,14
Gustav Henriksson,CB,2,2,64,39,56,50,65,68,58,32,67,67,44,43,34,28,64,57,64,64,45,62,61,46,82,50,76,50,68,66,34,39,37,63,63,65,63,11,12,8,11,10
Daniel Polanco,CB,3,2,55,26,46,42,67,67,29,25,68,69,24,22,22,22,52,59,55,55,48,64,65,35,74,65,70,16,60,64,25,29,35,63,66,70,65,9,9,6,10,12
Tom Eaves,ST,4,2,53,66,47,60,37,80,33,65,73,55,63,60,40,38,41,64,52,54,58,63,34,74,69,69,91,60,67,24,66,53,65,61,31,42,31,14,14,9,6,6
Paulo Henrique Rodrigues Cabral,LB,2,2,72,49,57,60,62,69,67,40,47,56,40,61,63,60,49,60,71,72,61,59,60,66,60,71,73,52,60,63,51,53,53,58,64,65,63,12,7,8,7,7
GastÃ³n BenavÃ­dez,RB,3,2,65,36,55,59,64,59,66,36,44,60,30,60,50,31,56,58,66,64,58,55,66,33,50,68,55,31,58,62,59,41,44,49,67,68,69,10,14,14,7,9
Sessi D'Almeida,CDM,2,3,78,55,60,67,63,85,44,54,61,71,47,64,45,37,64,69,80,77,77,63,75,63,80,91,81,52,88,62,63,63,50,66,67,62,61,7,12,8,12,14
Viljar Helland Vevatne,CB,3,2,66,57,55,61,65,76,54,56,63,62,31,59,58,42,61,61,65,66,63,65,71,67,71,80,79,60,67,66,55,40,51,65,65,65,64,8,9,10,7,9
JesÃºs Meza,CAM,3,3,78,66,62,68,55,48,45,63,39,70,57,67,69,70,68,66,80,77,78,60,87,70,58,78,38,71,35,65,60,59,65,62,55,60,40,10,14,11,12,11
MartÃ­ Riverola Bataller,CAM,4,2,71,59,63,66,33,56,43,54,51,71,45,65,67,56,64,67,74,68,77,57,61,71,52,64,56,62,47,28,57,70,59,55,27,36,30,5,8,5,14,6
Marvin Martins,RB,2,3,78,50,58,58,60,72,61,47,63,62,38,58,50,51,59,56,73,82,64,58,58,60,56,73,76,48,65,58,58,51,53,57,56,63,67,11,11,7,9,6
Djavan Anderson,RB,3,3,78,38,58,68,60,66,66,30,60,64,35,68,48,37,53,66,74,82,80,57,78,56,62,71,62,31,70,61,69,53,41,50,59,60,62,9,15,6,15,7
Ãngel Gracia,LB,3,2,69,51,63,55,61,76,68,39,57,60,37,46,50,72,54,59,68,69,80,54,58,74,85,89,79,55,51,64,67,69,56,52,59,63,60,15,15,16,8,7
Franco Quinteros,LB,2,2,69,42,54,63,63,57,67,45,52,59,26,62,47,32,64,63,68,70,63,62,73,41,59,64,48,39,71,64,54,34,41,60,65,63,64,5,10,9,12,10
EstevÃ£o Danilo Rios Chiamulera,CAM,3,3,44,57,73,65,27,57,74,54,49,73,49,63,63,68,72,71,42,45,58,52,70,49,66,49,66,73,44,23,64,78,44,62,12,33,35,10,9,12,8,12
Redouan El Yaakoubi,CB,3,2,67,55,56,54,65,71,48,46,63,66,30,49,59,59,70,59,68,66,48,63,61,72,65,73,71,71,68,65,31,34,44,55,65,67,65,6,9,13,11,11
Rosalino Toledo,CM,2,3,59,63,62,65,60,61,46,62,49,70,33,65,31,70,66,64,55,63,61,65,72,65,56,74,58,70,53,63,65,65,62,62,61,62,53,14,11,8,8,7
Thiago Eduardo de Andrade,RM,3,2,84,64,55,70,44,58,60,63,45,57,59,72,63,47,49,67,82,86,83,57,75,70,78,61,51,68,65,29,62,53,49,51,35,58,54,11,7,13,13,11
Edgaras Utkus,CB,3,2,59,35,56,55,67,71,44,31,70,65,28,56,39,42,67,58,55,62,52,49,50,46,70,63,77,32,66,68,37,52,47,53,69,66,60,8,12,9,7,9
Stefan Lex,ST,4,3,81,64,59,69,29,64,58,66,57,61,61,68,65,49,57,66,84,79,77,67,80,68,71,70,66,58,48,28,67,60,57,66,26,22,29,14,12,13,7,11
Miguel Ãngel RÃ­os,RM,3,3,73,61,65,68,60,59,60,60,45,74,55,67,58,61,64,66,72,73,80,60,70,67,52,65,59,55,55,60,61,57,70,66,61,65,60,9,9,6,7,8
Nathan Harriel,RB,3,2,78,32,51,55,64,73,61,29,60,58,29,54,40,30,56,55,77,78,61,60,60,38,70,75,74,28,69,61,38,35,38,46,66,66,61,11,9,6,8,14
GaÃ«tan Paquiez,RB,3,2,69,45,59,61,63,71,61,34,55,65,47,60,53,43,59,61,68,70,68,60,68,61,65,77,73,48,62,62,54,52,53,58,64,65,64,15,12,7,8,16
NicolÃ¡s Zalazar,CB,3,2,67,36,37,45,66,73,26,29,67,54,25,30,29,31,38,58,69,65,61,58,53,50,71,67,79,38,68,65,35,22,40,56,66,68,64,14,6,9,13,14
Juan Ignacio DÃ­az,CB,3,2,73,41,48,51,68,64,50,39,67,60,35,45,32,31,35,48,76,71,71,60,74,47,73,67,63,38,58,60,45,44,41,54,68,73,70,12,7,10,10,5
Sean McLoughlin,CB,3,2,52,31,50,55,66,72,50,29,61,60,26,55,29,32,55,59,49,55,43,63,50,41,70,68,77,21,64,64,44,39,41,60,66,68,65,8,7,6,14,7
Denis Linsmayer,CDM,3,2,48,50,61,63,63,73,52,45,62,68,32,62,51,47,65,63,52,44,62,64,64,51,80,80,74,65,60,64,47,62,48,66,61,65,64,14,15,14,14,14
Edder FarÃ­as,ST,3,2,61,66,52,60,27,77,29,69,65,63,68,61,35,37,57,63,55,66,52,61,59,70,85,67,82,55,73,33,66,58,64,56,20,22,13,13,9,14,9,11
Reece Brown,RM,4,3,80,62,65,69,59,66,60,62,50,66,53,67,63,62,65,66,82,78,84,64,82,65,74,80,62,63,58,64,64,67,59,69,58,60,56,16,10,13,13,7
Yang Liu,LB,3,2,80,53,57,65,62,68,57,53,66,62,41,65,43,42,53,64,81,79,74,56,58,64,80,73,69,47,56,65,58,56,40,60,58,63,58,8,7,14,7,12
Anders K. Jacobsen,ST,3,3,69,66,51,65,29,63,31,66,59,58,64,64,53,50,49,64,71,68,65,68,72,70,78,72,70,63,30,33,68,58,67,65,29,20,22,7,7,7,9,6
Tunay Torun,RM,4,3,67,62,66,70,43,55,69,57,56,65,58,71,66,73,64,68,68,67,73,60,75,70,72,53,61,66,39,44,62,63,56,62,42,42,30,7,14,6,6,14
Alexandru Greab,GK,2,1,62,66,56,71,33,63,12,10,17,24,8,9,12,12,23,18,33,34,48,62,24,42,67,42,68,7,23,9,10,50,13,30,11,12,18,62,66,56,63,71
Diogo Lucas QueirÃ³s,CB,3,2,52,36,42,50,66,70,24,38,69,57,20,39,29,20,58,60,54,51,54,62,63,55,79,64,75,16,65,65,21,30,52,56,65,68,65,10,15,7,6,15
Adrian Gryszkiewicz,CB,3,2,70,33,56,60,65,77,57,28,62,64,30,58,49,30,60,61,72,69,66,60,67,35,80,79,81,38,64,64,44,44,37,59,65,66,64,6,13,8,13,14
Fahad Al Muwallad,LM,3,3,88,63,60,65,44,64,64,55,55,60,67,67,56,48,52,61,86,90,77,62,61,78,80,63,62,63,66,45,64,64,70,56,59,30,28,12,13,13,7,11
Francesco Antonucci,RM,4,3,72,60,65,71,31,56,62,64,41,68,54,69,66,51,64,74,74,70,76,56,80,63,52,64,54,52,52,27,59,66,56,58,24,35,40,11,13,12,7,8
Jamie McGrath,CAM,4,3,75,63,63,70,57,64,60,62,51,66,52,68,56,53,65,67,80,71,86,64,75,65,64,80,65,62,39,58,64,64,74,66,57,60,56,14,15,9,14,10
Viktor Johansson,GK,3,1,68,65,65,67,32,67,11,6,11,31,8,13,13,13,38,11,35,28,30,51,31,49,59,25,37,5,19,6,5,35,14,32,9,12,10,68,65,65,67,67
Tesho Akindele,ST,2,3,81,63,52,65,33,71,45,61,68,60,57,64,44,36,44,65,79,83,73,62,63,70,70,63,78,61,62,25,65,59,66,65,39,25,20,10,11,14,12,7
Il-Lok Yun,LM,3,3,76,59,61,67,46,64,57,59,56,62,58,68,62,56,59,63,80,72,78,62,72,61,69,62,66,58,58,58,67,66,51,55,45,44,23,6,11,6,8,12
Gary Madine,ST,3,2,47,67,53,61,32,79,42,65,74,62,68,59,42,40,39,66,43,51,53,66,51,71,82,64,87,63,79,33,69,63,74,65,31,23,19,11,7,12,14,10
Kevin Mensah,LB,4,3,77,58,59,68,58,72,65,55,48,62,55,65,60,56,55,66,73,80,84,62,83,62,77,76,72,59,64,55,64,49,58,59,57,62,61,10,13,13,12,9
Richard Stearman,CB,2,2,33,34,46,44,67,63,32,30,68,63,30,33,32,33,48,55,32,34,47,64,47,50,72,34,73,28,70,66,28,34,32,50,68,66,64,9,10,11,16,6
Ahmed Al Zain,LW,4,3,82,60,59,69,42,62,59,60,55,63,60,73,63,44,58,66,78,86,77,53,62,63,53,73,59,59,57,45,60,55,46,59,29,47,44,13,13,7,9,14
Lukas Daschner,CAM,4,3,72,61,62,68,48,63,53,65,55,68,54,67,51,38,61,67,73,72,75,60,78,61,74,70,62,61,52,55,56,68,40,58,53,40,34,6,14,7,11,7
Valentin Costache,RM,3,3,82,61,61,64,28,65,64,60,54,65,49,61,58,42,54,61,81,83,82,62,71,68,75,76,59,60,65,25,63,61,50,62,30,22,23,8,10,9,10,9
Ali Al Hassan,CDM,3,2,67,51,60,64,61,71,46,55,54,71,39,63,50,37,65,65,66,67,63,62,65,51,69,75,67,47,74,66,60,60,42,60,58,61,63,14,12,11,9,11
Felix Bastians,CB,3,3,58,55,60,56,68,71,58,45,66,62,65,53,67,60,61,54,57,59,61,64,64,70,60,64,77,58,67,69,58,58,65,70,71,67,65,6,8,14,11,12
Faride Alidou,RM,3,4,84,59,58,69,28,57,61,61,37,61,50,74,55,42,54,69,88,81,67,52,67,63,50,56,62,53,49,25,60,56,50,53,28,28,22,8,7,7,9,5
Lars-JÃ¸rgen Salvesen,ST,3,2,68,65,52,60,38,77,48,66,67,56,55,58,60,50,44,61,67,68,56,65,68,72,85,76,80,60,69,34,67,55,56,60,42,30,25,12,14,8,16,9
Espen Ruud,CM,3,2,53,64,70,65,63,71,73,58,61,70,58,62,80,74,68,67,55,52,67,70,64,79,75,70,70,67,72,64,60,67,62,68,64,62,62,12,13,12,10,15
Liam Delap,ST,4,2,71,66,49,62,24,69,42,69,68,54,64,62,55,37,46,64,66,75,62,58,62,70,68,60,76,60,64,17,62,52,60,55,19,21,15,8,9,10,11,10
Kieran Lee,CM,2,3,50,59,66,66,63,64,66,62,59,68,60,65,63,53,67,67,52,49,65,66,73,57,76,72,61,54,59,65,64,66,59,67,62,65,62,12,12,8,11,12
Raheem Edwards,LB,3,3,77,54,61,71,61,71,60,54,60,63,49,73,64,39,58,67,78,76,78,63,75,58,75,73,70,51,72,55,62,63,49,64,59,65,63,7,14,10,10,9
Renato Pantalon,CB,3,2,53,32,37,38,66,76,27,30,54,46,28,26,27,32,48,50,54,53,40,63,41,42,75,55,92,25,64,64,24,29,48,48,66,71,69,14,9,7,9,9
Arnau Comas Freixas,CB,3,2,61,35,54,54,66,61,44,34,66,64,31,46,48,26,60,62,54,66,54,67,46,44,70,45,68,29,59,66,29,49,42,65,67,67,62,11,10,9,7,8
Naatan SkyttÃ¤,CAM,2,3,65,53,64,70,43,47,50,58,44,71,46,72,60,52,68,71,61,69,66,57,80,56,50,54,46,38,40,26,64,68,55,60,45,47,58,7,14,6,14,9
Luis Enrique Hurtado,LM,3,3,65,64,67,64,62,61,66,68,44,70,55,65,49,65,68,61,63,67,72,65,72,68,61,70,58,55,55,65,61,65,66,55,68,61,55,10,12,11,14,5
Niels Nkounkou,LB,2,3,81,41,59,64,59,69,66,38,54,62,28,64,57,31,60,63,78,83,71,60,72,52,66,75,70,39,59,57,53,52,36,52,59,61,58,11,10,14,7,15
Sebastian S. Sebulonsen,RB,2,2,77,59,58,64,59,74,63,61,61,61,48,63,54,47,60,64,79,75,69,60,64,67,66,83,73,53,67,56,61,51,48,57,55,64,59,13,14,14,5,9
Harouna Sy,LWB,3,2,75,38,52,62,59,72,59,32,46,60,27,59,34,32,43,60,73,77,76,57,82,50,75,83,71,40,59,60,58,47,36,62,58,61,63,5,5,5,11,7
Lionel Mpasi,GK,3,1,68,62,62,67,45,63,17,19,21,39,12,26,25,21,37,29,45,46,35,66,58,47,60,21,68,18,21,18,19,35,32,40,15,12,12,68,62,62,63,67
Fred Friday,ST,4,3,76,65,50,66,27,73,44,67,60,58,55,69,51,45,40,65,71,80,60,57,66,68,74,61,86,63,56,23,62,50,61,57,34,14,15,15,15,9,13,11
